@timestamp,Attacker,AttackerPort,VictimPort,Victim,DnsQName
2026-02-10T07:22:11.360190515Z,192.168.1.50,36276,53,8.8.8.8,wqeatfrtdhsgntk.qlhokofudofrl.egd_-.ztlz_-.ektqzt_-.utzleitrxstreqfrorqztlrqzq_-.leitrxst_-.leitrxstrrtzqosl6984637168512.bslb.k7w.in.
2026-02-10T07:22:11.359679778Z,192.168.0.184,55321,53,192.168.0.1,boot.net.anydesk.com.
2026-02-10T07:22:11.359709169Z,192.168.0.184,59471,53,192.168.0.1,firebase-settings.crashlytics.com.
2026-02-10T07:22:11.360134199Z,192.168.1.50,12063,53,8.8.8.8,lzqzoe.fodwxldugcesgxr.of_-.mdqos_-.vh_-.qlltzl_-.pl_-.rtyqxsz-vtwqhhl_pl_qhh_egflzqfzl_egddgf-tctfz-fqdtl_pl-vtwqh_-5.hl_pl_xzosl_egddgf-tctfzl-tdozztk-940t3q.ry35rw04784w5rt5t7y2.pl.k7w.in.
2026-02-10T07:22:11.416748843Z,192.168.0.184,50377,53,192.168.0.1,www.msftconnecttest.com.
2026-02-10T07:22:11.360079690Z,192.168.1.50,57224,53,8.8.8.8,ltKCB.ghQDQKaTZHSqET.eGD_-.QHO_-.QrLtKCTk_-.cQlZ7.K7W.IN.
2026-02-10T07:22:11.360059575Z,192.168.1.50,53808,53,8.8.8.8,erf.hxwyxzxkt-qr.egd_-.c3_-.egfyou_-.qrxfozegfyou_-.218420qr772y8q3eqe839686.k7w.in.
2026-02-10T07:22:11.417316712Z,192.168.1.50,36276,53,8.8.8.8,wqeatfrtdhsgntk.qlhokofudofrl.egd_-.ztlz_-.ektqzt_-.utzleitrxstreqfrorqztlrqzq_-.leitrxst_-.leitrxstrrtzqosl6984637168512.bslb.k7w.in.
2026-02-10T07:22:11.360158936Z,192.168.1.50,58335,53,8.8.8.8,sl4kca.0.224.MUK7H3YZYLIT2K2AG56TAMBQGAYDAMDCHA2WCMSHOUEQ3QHU7NNZ4AJIYGGOWEZ.67LYHJHVCKVDG3HCNI7IDBOIR5AFWLA7PP7L4YP37NIJARAIXN6C6C6ORBYHBRE.JU4KRXQC6TYOMU2YUDR5JESBVJ6HTENXHSQTBNUU4GPWDPLU.
2026-02-10T07:22:11.416618767Z,192.168.0.184,59471,53,192.168.0.1,firebase-settings.crashlytics.com.
2026-02-10T07:22:11.416528765Z,192.168.0.184,55321,53,192.168.0.1,boot.net.anydesk.com.
2026-02-10T07:22:11.360018292Z,192.168.1.50,55571,53,8.8.8.8,cortg-qahev.lhgzoynerf.egd_-.ltudtfzl_-.c6_-.gkouofl_-.w6qee2rwq3r330rey9q96280r7yqwtq4_-.lgxketl_-.78ee9t8383tw817w150e7594ry575482_-.tfegroful_-.1t2y8605800766y50qtqq612r3772q70_-.hkgyostl_-.64_-.815.vtwd.k7w.in.
2026-02-10T07:22:11.417005593Z,192.168.0.184,49739,53,192.168.0.1,dns.msftncsi.com.
2026-02-10T07:22:11.359971164Z,192.168.0.184,49739,53,192.168.0.1,dns.msftncsi.com.
2026-02-10T07:22:11.417287225Z,192.168.1.50,58335,53,8.8.8.8,sl4kca.0.224.MUK7H3YZYLIT2K2AG56TAMBQGAYDAMDCHA2WCMSHOUEQ3QHU7NNZ4AJIYGGOWEZ.67LYHJHVCKVDG3HCNI7IDBOIR5AFWLA7PP7L4YP37NIJARAIXN6C6C6ORBYHBRE.JU4KRXQC6TYOMU2YUDR5JESBVJ6HTENXHSQTBNUU4GPWDPLU.
2026-02-10T07:22:11.417233316Z,192.168.1.50,12063,53,8.8.8.8,lzqzoe.fodwxldugcesgxr.of_-.mdqos_-.vh_-.qlltzl_-.pl_-.rtyqxsz-vtwqhhl_pl_qhh_egflzqfzl_egddgf-tctfz-fqdtl_pl-vtwqh_-5.hl_pl_xzosl_egddgf-tctfzl-tdozztk-940t3q.ry35rw04784w5rt5t7y2.pl.k7w.in.
2026-02-10T07:22:11.360112454Z,192.168.1.50,12574,53,8.8.8.8,lzQzoE.ULz.UGc.of_-.XoQllTzL_-.Pl_-.LtkCoEtl_-.DNLQctrqhHEzkS6.7.PL.K7w.in.
2026-02-10T07:22:11.417202806Z,192.168.1.50,12574,53,8.8.8.8,lzQzoE.ULz.UGc.of_-.XoQllTzL_-.Pl_-.LtkCoEtl_-.DNLQctrqhHEzkS6.7.PL.K7w.in.
2026-02-10T07:22:11.359996732Z,192.168.1.50,49983,53,8.8.8.8,Zd4cUAACAAKPI74qAEaAaaGsaQaAa4CHqaevIlJyGcPxGZ5eaEwr7JY3AAAaAHb.LE6zqcAawAAJqBzs3v2zagVBBraSbli546mA7W6LOANGtGaI.a.J.e5.SK.
2026-02-10T07:22:11.417106224Z,192.168.1.50,55571,53,8.8.8.8,cortg-qahev.lhgzoynerf.egd_-.ltudtfzl_-.c6_-.gkouofl_-.w6qee2rwq3r330rey9q96280r7yqwtq4_-.lgxketl_-.78ee9t8383tw817w150e7594ry575482_-.tfegroful_-.1t2y8605800766y50qtqq612r3772q70_-.hkgyostl_-.64_-.815.vtwd.k7w.in.
2026-02-10T07:22:11.417069626Z,192.168.1.50,49983,53,8.8.8.8,Zd4cUAACAAKPI74qAEaAaaGsaQaAa4CHqaevIlJyGcPxGZ5eaEwr7JY3AAAaAHb.LE6zqcAawAAJqBzs3v2zagVBBraSbli546mA7W6LOANGtGaI.a.J.e5.SK.
2026-02-10T07:22:11.416651984Z,192.168.0.184,49861,53,192.168.0.1,ipv6.msftncsi.com.
2026-02-10T07:22:11.417141468Z,192.168.1.50,53808,53,8.8.8.8,erf.hxwyxzxkt-qr.egd_-.c3_-.egfyou_-.qrxfozegfyou_-.218420qr772y8q3eqe839686.k7w.in.
2026-02-10T07:22:11.359731609Z,192.168.0.184,49861,53,192.168.0.1,ipv6.msftncsi.com.
2026-02-10T07:22:11.417171856Z,192.168.1.50,57224,53,8.8.8.8,ltKCB.ghQDQKaTZHSqET.eGD_-.QHO_-.QrLtKCTk_-.cQlZ7.K7W.IN.
2026-02-10T07:21:50.624914848Z,192.168.1.50,12063,53,8.8.8.8,lzqzoe.fodwxldugcesgxr.of_-.mdqos_-.vh_-.qlltzl_-.pl_-.rtyqxsz-vtwqhhl_pl_qhh_egflzqfzl_egddgf-tctfz-fqdtl_pl-vtwqh_-5.hl_pl_xzosl_egddgf-tctfzl-tdozztk-940t3q.ry35rw04784w5rt5t7y2.pl.k7w.in.
2026-02-10T07:21:50.613731679Z,192.168.1.50,53808,53,8.8.8.8,erf.hxwyxzxkt-qr.egd_-.c3_-.egfyou_-.qrxfozegfyou_-.218420qr772y8q3eqe839686.k7w.in.
2026-02-10T07:22:11.359750263Z,192.168.0.184,50377,53,192.168.0.1,www.msftconnecttest.com.
2026-02-10T07:21:50.625279242Z,192.168.1.50,58335,53,8.8.8.8,sl4kca.0.224.MUK7H3YZYLIT2K2AG56TAMBQGAYDAMDCHA2WCMSHOUEQ3QHU7NNZ4AJIYGGOWEZ.67LYHJHVCKVDG3HCNI7IDBOIR5AFWLA7PP7L4YP37NIJARAIXN6C6C6ORBYHBRE.JU4KRXQC6TYOMU2YUDR5JESBVJ6HTENXHSQTBNUU4GPWDPLU.
2026-02-10T07:21:50.624177541Z,192.168.0.184,49861,53,192.168.0.1,ipv6.msftncsi.com.
