@timestamp,Attacker,AttackerPort,VictimPort,Victim,DnsQName
2026-02-06T05:58:18.319200381Z,74.125.16.179,35605,53,103.235.104.190,
2026-02-06T05:58:18.346071152Z,182.78.251.18,13505,53,192.175.48.6,
2026-02-06T05:58:18.662229922Z,218.248.112.4,11153,53,3.6.155.126,
2026-02-06T05:58:18.076047744Z,115.117.100.68,59526,53,8.8.4.4,
2026-02-06T05:58:18.204193841Z,14.97.80.102,4603,53,8.8.8.8,
2026-02-06T05:58:18.411275674Z,203.92.62.130,48350,53,8.8.4.4,
2026-02-06T05:58:18.479729364Z,112.133.219.82,44611,53,1.10.10.10,
2026-02-06T05:58:18.091837048Z,218.248.90.19,64793,53,3.6.155.126,
2026-02-06T05:58:17.962958276Z,27.107.4.4,26692,53,4.2.2.2,
2026-02-06T05:58:18.093172525Z,115.117.100.68,59526,53,8.8.4.4,
2026-02-06T05:58:18.202909220Z,218.248.112.4,19147,53,3.6.155.126,
2026-02-06T05:58:18.661310066Z,218.248.112.4,11153,53,3.6.155.126,
2026-02-06T05:58:18.030080704Z,14.97.183.70,56709,53,8.8.8.8,
2026-02-06T05:58:18.410224213Z,203.92.62.130,48350,53,8.8.4.4,
2026-02-06T05:58:18.175491831Z,103.124.143.95,49634,53,8.8.8.8,
2026-02-06T05:58:18.318196928Z,27.107.4.4,10947,53,4.2.2.2,
2026-02-06T05:58:18.411161037Z,14.97.183.70,56709,53,8.8.8.8,
2026-02-06T05:58:18.204311687Z,218.248.112.4,19147,53,3.6.155.126,
2026-02-06T05:58:18.317562364Z,74.125.16.179,35605,53,103.235.104.190,
2026-02-06T05:58:18.554804814Z,49.206.202.231,58589,53,8.8.8.8,
2026-02-06T05:58:18.031796034Z,14.97.183.70,56709,53,8.8.8.8,
2026-02-06T05:58:18.077342251Z,172.253.228.149,39612,53,139.84.147.192,
2026-02-06T05:58:18.362205079Z,218.248.112.4,11153,53,3.6.155.126,
2026-02-06T05:58:18.077188245Z,115.117.100.68,59526,53,8.8.4.4,
2026-02-06T05:58:18.202705184Z,14.97.80.102,4603,53,8.8.8.8,
2026-02-06T05:58:18.076216557Z,172.253.228.149,39612,53,139.84.147.192,
2026-02-06T05:58:18.090665898Z,218.248.90.19,64793,53,3.6.155.126,
2026-02-06T05:58:18.109946173Z,218.248.112.100,43635,53,3.6.155.126,
2026-02-06T05:58:18.228821461Z,218.248.112.4,19147,53,3.6.155.126,
2026-02-06T05:58:18.407772060Z,27.107.4.4,26692,53,4.2.2.2,
2026-02-06T05:58:18.414754192Z,59.182.166.31,64724,53,8.8.8.8,
2026-02-06T05:58:18.110444225Z,14.99.164.234,57486,53,8.8.8.8,
2026-02-06T05:58:18.225404820Z,14.97.80.102,4603,53,8.8.8.8,
2026-02-06T05:58:18.413367281Z,59.182.166.31,64724,53,8.8.8.8,
2026-02-06T05:58:18.503451566Z,218.248.112.68,45472,53,3.6.155.126,
2026-02-06T05:58:18.480956976Z,112.133.219.82,44611,53,1.10.10.10,
2026-02-06T05:58:18.109453099Z,14.99.164.234,57486,53,8.8.8.8,
2026-02-06T05:58:18.224639136Z,14.97.80.102,4603,53,8.8.8.8,
2026-02-06T05:58:18.553883213Z,49.206.202.231,58589,53,8.8.8.8,
2026-02-06T05:58:18.677214919Z,14.99.164.234,57486,53,8.8.8.8,
2026-02-06T05:54:21.047858762Z,218.248.112.4,23329,53,13.126.202.26,
2026-02-06T05:54:21.080054937Z,218.248.112.68,58813,53,3.6.155.126,
